title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	brand	color	cost of goods sold	custom label 0	description	gender	google product category	identifier exists	image link	item group id	link	product type	sell on google quantity	shipping weight	size
Mornington Support King Mattress | OMF	shopify_AU_7817946300613_43313947508933	2448.00 AUD	0	0	1224.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTON_MODERN1K_9e8941b3-ef7e-4552-af7c-be12d61cdb77.png?v=1713514643		https://www.omf.net.au/products/mornington-support-kg-mattress?variant=43313947508933&currency=AUD	Mattress		0 kg	
Yarra Floating Queen Upholstered Bed Frame - Ghost Gum | OMF	shopify_AU_7558878986437_42530826879173	1926.00 AUD	1	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Step into a world of relaxation with the Yarra Floating Queen Base with Design Fabric upholstered Bedhead at the helm. Made to order and locally handcrafted with the finest Tasmanian Oak Veneer, customize your sleep experience with a mix-and-match of headboards, bases - in a snap! So lay your head to rest and feel like you're floating off into dreamland! Mattress and accessories sold separately."		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Yarra-Fabric-Floating-1Draw-Bedside-Chest.jpg?v=1700498462		https://www.omf.net.au/products/yarra-floating-qn-base-with-upholstered-bedhead?variant=42530826879173&currency=AUD	Bed Frame		70 kg	
Pawsome Pocket Latex Pet Mattress Large | OMF	shopify_AU_6560544063685_39354561069253	148.00 AUD	34	35			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Spoil your pet with this super comfortable bed.  The Pawsome mattress comes to you in an easy to transport box, You'll sleep easy, too, thanks to the stain and water-resistant microfibre fabric! Because every pet deserves a lot of luxury!"		animals & pet supplies > pet supplies > pet bed accessories	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Pawsome_L_03.jpg?v=1680508988		https://www.omf.net.au/products/pawsome-pocket-latex-pet-mattress-large?variant=39354561069253&currency=AUD	Mattress		6.7 kg	
Claire American White Oak Timber King Bed Frame | OMF	shopify_AU_7793470275781_43261802873029	998.00 AUD	1	3	798.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Don't snooze on style with our Claire American White Oak Timber King Bed Frame! Crafted from rustic American White Oak, it's both sturdy and stunning. It's compatible with all OMF mattresses. Sweet dreams are guaranteed!"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7410_1ad0fc97-0cd0-45e6-b618-09c064d6ce3f.jpg?v=1713238054		https://www.omf.net.au/products/claire-american-white-oak-timber-kg-bed-frame?variant=43261802873029&currency=AUD	Bed Frame		85 kg	
Hi Life Low Latex Pillow | OMF	shopify_AU_7521926152389_42457895928005	129.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience comfort like never before with OMF's Hi Life Low Latex Pillow. Designed to improve quality of sleep by providing optimal support. Upgrade your night experience today.
"		home & garden > linens & bedding > bedding > pillows		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Hi-Lifelatexpillow_fd326f91-d8aa-4b83-975a-633c34478247.jpg?v=1698338561		https://www.omf.net.au/products/hi-life-lowlatex-pillow?variant=42457895928005&currency=AUD	Pillow		0 kg	
Premium Platform Queen Base King / Manisa Licorice | OMF	shopify_AU_6161508368581_40934466257093	898.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248	Original Mattress Factory Australia	Manisa Licorice		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!				https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Manisa_Licorice_a92b33f3-8543-472f-b695-47c3f9ff86b5.png?v=1698165257	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934466257093&currency=AUD	Beds & Bases		0 kg	King
Ironline Bamboo Double Bed Frame with USB | OMF	shopify_AU_7510191145157_42426842316997	468.00 AUD	24	6		new	in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-Ironline14-Bambu_1-011k_b5a81a25-ecbc-4205-8952-27c7d7692dd4.jpg?v=1710347719,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-Ironline14-Bambu101k_b3de08b4-d80b-453f-9f4a-eac31b61aa18.jpg?v=1710347720,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-Ironline14-Bambu41K_e327b02d-e378-42b9-b7ac-436f9a6bed6d.jpg?v=1710347722,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-Ironline14-Bambu111k_a71a0e53-18fe-40f3-aaa6-c6cb4a635c96.jpg?v=1710347723	Original Mattress Factory Australia			Receiving Clicks	Upgrade your bedroom with our Ironline Bamboo Double Bedframe with USB - an environmentally-friendly choice that doesn't compromise on style or convenience. Shop today.		furniture > beds & accessories > beds & bed frames	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-Ironline14-Bambu11k_9fc285e7-5870-4b34-9567-9bced5cf7473.jpg?v=1710347717		https://www.omf.net.au/products/ironline-bamboo-db-bedframe-with-usb?variant=42426842316997&currency=AUD	Bed Frame		0 kg	
Hamptons Tallboy 4 Drawer White | OMF	shopify_AU_7864748146885_43430391513285	798.00 AUD	1	0	638.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"This Hamptons Bedroom furniture collection radiates coastal vibes and brings a laid-back, beachy feel to any sleeping space, it showcases a bed frame (available in 2 sizes), bedside and 4 drawer tallboy. Give your bedroom a touch of sophistication with this exquisite range."		furniture > cabinets & storage > storage chests		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7319.jpg?v=1714699004		https://www.omf.net.au/products/hamptons-tallboy-4draw-white?variant=43430391513285&currency=AUD	Tallboy		52 kg	
Premium Platform Queen Base King / Plush Indigo | OMF	shopify_AU_6161508368581_40934467862725	598.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248	Original Mattress Factory Australia	Plush Indigo		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!				https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Plush_Indigo_3562b554-0cb3-4324-8597-318c6372566f.jpg?v=1698165263	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934467862725&currency=AUD	Beds & Bases		0 kg	King
Steelstrong Grid Platform King Single Mattress Base Midnight Grey | OMF	shopify_AU_7706824769733_42997995536581	498.00 AUD	2	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"The Perfect partner for any mattress, in quality midnight-grey designer fabric for a touch of class and a standard base depth of 340mm high. Order online today!"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/5219_cac4e89e-4c09-4a0e-ba5d-7dcdfaa4c40f.jpg?v=1710909074		https://www.omf.net.au/products/steelstrong-grid-platform-mattress-base-midnight-grey-king-single?variant=42997995536581&currency=AUD	Beds & Bases		0 kg	
Elegance Soft Long Single Mattress | OMF	shopify_AU_7543708156101_42497668546757	3348.00 AUD	0	0	1306.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Experience unbeatable comfort with the Elegance Soft Queen Mattress from OMF. Our premium design caters to your restful sleep needs. Shop today for a revitalised tomorrow.	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ElegancePlushFA_70103e91-9878-4925-b7cb-eafc110e163e.png?v=1699462078		https://www.omf.net.au/products/elegance-soft-long-single-mattress?variant=42497668546757&currency=AUD	Mattress		0 kg	
Steelstrong Grid Platform Long Single Mattress Base Midnight Grey | OMF	shopify_AU_7706825687237_42998002614469	424.00 AUD	1	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"The Perfect partner for any mattress, in quality midnight-grey designer fabric for a touch of class and a standard base depth of 340mm high. Order online today!"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/5219_b78d5657-221b-49b9-8cab-af91fd5505b6.jpg?v=1710909762		https://www.omf.net.au/products/steelstrong-grid-platform-mattress-base-midnight-grey-long-single?variant=42998002614469&currency=AUD	Beds & Bases		0 kg	
Cool Jacquard Plus King Single Mattress Protector Pack | OMF	shopify_AU_7526294552773_42466683715781	159.95 AUD	0	1			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquardProtectorSetFolded_ae57e9b6-33d3-4d3d-86df-e183a08b21d9.jpg?v=1698684067,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquardPillowProtectorStyled_bab5194c-96bb-467f-85bc-819fd3e73b8a.jpg?v=1698684068,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquardMattProtectorDetail_ccbf58f1-6a9f-4f56-9566-5f1eafe4c24e.jpg?v=1698684070,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquardMattProtectorDetail2_c9e172e4-0d72-45a1-b0fc-3d630b7a680e.jpg?v=1698684071	Original Mattress Factory Australia		70.00 AUD	Receiving Clicks	"Enjoy enhanced comfort and mattress longevity with our Cool Jacquard Plus King Single Mattress Protector Pack. Shop now for a worry-free sleep experience.
"		home & garden > linens & bedding > bedding > mattress protectors		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquard_162f6a02-ae41-4e75-b421-7c6ec6b3ad6d.png?v=1698684066		https://www.omf.net.au/products/cool-jacquard-plus-ks-mattress-protector-pack?variant=42466683715781&currency=AUD	Mattress Protector		0 kg	
Channel Gaslift Queen Bed Frame | OMF	shopify_AU_6922588553413_40679156842693	898.00 AUD	7	5	718.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Update your bedroom style with the Channel Gas lift bedframe . It’s contemporary style, grandeur eye-catching feel and look would make your bedroom the relaxing haven you deserve. The modern bedhead style showcases striking looks from its button & stitch, Channel is a showpiece in any room. Featuring a fine soft fabric and comprising of composite, solid timbers, and industry slats to ensure the perfect support. With a Mist Grey colour, its available in 2 sizes Double and Queen. Plus the additional benefit of storage underneath with a detachable dust cover as well. Features: Fully upholstered Side Rails - Weight rated 240kg each rail Channel feature upholstered bedhead Straight plywood high strength slats 90KG gas lift rated . Solid timber on all joints Available in 2 sizes Double and Queen. Upholstered bed head and Side Rails Substantial Centre Rail Flat slats Ash finish – White & Dark Grey Fronts Metal Draw Runners Timbers all from Plantation – renewable resources Dimensions:Double 1400 W x 1930 L x 83 Kg,Queen 1550 W x 2080 L x 87 Kg"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ChannelBedwithGasLiftFW12.jpg?v=1700066254		https://www.omf.net.au/products/channel-gaslift-qn-bed-frame?variant=40679156842693&currency=AUD	Bed Frame		0 kg	
Mornington Support Queen Mattress | OMF	shopify_AU_7817486729413_43313414865093	2198.00 AUD	3	1	1099.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTON_MODERN1K.png?v=1713513024		https://www.omf.net.au/products/mornington-support-qn-mattress?variant=43313414865093&currency=AUD	Mattress		0 kg	
Forest Timber 4-Drawer Tallboy Chest | OMF	shopify_AU_7793326424261_43261054091461	798.00 AUD	3	2	638.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Transform your bedroom into a rustic oasis with the Forest Timber 4-Drawer Tallboy Chest made from reclaimed timber		furniture > cabinets & storage > storage chests		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7328.jpg?v=1713228816		https://www.omf.net.au/products/forest-timber-4drw-tallboy-chest?variant=43261054091461&currency=AUD	Tallboy		48 kg	
Riviera 5 Drawer Chest White | OMF	shopify_AU_7541309997253_42492324020421	798.00 AUD	32	2	448.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Upgrade your storage with the Riviera 5 Drawer Chest in white. Compact yet spacious design by OMF. Perfect for any room. Shop to enhance your home decor.
"		furniture > cabinets & storage > storage chests		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RIVIERA5DSLAWHIFA01_c9a14700-ba43-4cc6-beb3-099910377a74.jpg?v=1699288609		https://www.omf.net.au/products/riviera-5-drawer-chest-white?variant=42492324020421&currency=AUD	Tallboy		0 kg	
Platform Queen Base Grey | OMF	shopify_AU_6161508368581_37905904664773	698.00 AUD	2	0	598.00 AUD		in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1699547751,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1699547752,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1699547753,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1699547754,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1699547755,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1699547756,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1699547758,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1699547759,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1699547760,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Manisa_Licorice_a92b33f3-8543-472f-b695-47c3f9ff86b5.png?v=1699547761,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BEACHCOMBER-MIST_d2e4e817-252a-4242-8c27-b252e5ecae60.jpg?v=1699547762,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Beachcomber_Graphite_feffe7d8-56b7-492d-8260-e65de0a8e72a.jpg?v=1699547763,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MANISASTONE.jpg?v=1699547764,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Plush_Indigo_3562b554-0cb3-4324-8597-318c6372566f.jpg?v=1699547766,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Rover_Ocean_43f8593a-34f1-40b8-a690-6b616c5f4fc2.jpg?v=1699547767,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/plush-sky.jpg?v=1699547768,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Beachcomber-Midnight.jpg?v=1699547769	Original Mattress Factory Australia	Grey		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_FT_01.jpg?v=1699547750	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-qn-base?variant=37905904664773&currency=AUD	Beds & Bases		0 kg	
